I Sr No,Cust Name,Cust ID,Product Name,Product ID,Product Price,Quantity,Transaction ID,Transaction Date
269,Krishna Walker,CUST-0334,Python Programming,PROD-0031,22.63,2,TXN-000269,2025-07-07
270,Rohit Wright,CUST-0279,Self-Help Guide,PROD-0036,10.26,2,TXN-000270,2025-12-15
271,Lucas Jones,CUST-0553,Denim Jeans,PROD-0012,82.97,2,TXN-000271,2025-04-12
272,Nikhil Walker,CUST-0647,Swimming Goggles,PROD-0048,16.81,2,TXN-000272,2025-07-31
273,Anjali Young,CUST-0446,Web Development,PROD-0034,44.41,2,TXN-000273,2025-06-30
274,Pari Gupta,CUST-0318,Toaster,PROD-0023,31.12,2,TXN-000274,2024-08-20
275,Lisa Rodriguez,CUST-0092,Dish Rack,PROD-0029,28.32,1,TXN-000275,2025-02-26
276,Anjali Gupta,CUST-0267,External SSD 1TB,PROD-0010,77.83,1,TXN-000276,2024-01-01
277,Susan King,CUST-0536,Cycling Gloves,PROD-0049,31.15,3,TXN-000277,2024-12-18
278,Richard Wright,CUST-0294,Python Programming,PROD-0031,22.63,2,TXN-000278,2025-12-05
279,John Jones,CUST-0504,Cycling Gloves,PROD-0049,31.15,2,TXN-000279,2024-01-10
280,John Pillai,CUST-0785,Cutting Board,PROD-0028,11.96,3,TXN-000280,2025-09-03
281,Krishna Anderson,CUST-0237,Wireless Mouse,PROD-0001,45.68,2,TXN-000281,2024-07-12
282,Ayaan Wright,CUST-0422,Self-Help Guide,PROD-0036,10.26,2,TXN-000282,2024-09-12
283,Sophia Thompson,CUST-0168,Basketball,PROD-0046,39.63,3,TXN-000283,2025-02-03
284,Susan Brown,CUST-0388,Formal Shirt,PROD-0015,57.36,1,TXN-000284,2025-03-08
285,Isha Pillai,CUST-0641,Winter Jacket,PROD-0016,125.83,2,TXN-000285,2025-09-19
286,Mark Jackson,CUST-0711,Jump Rope,PROD-0044,18.67,1,TXN-000286,2025-10-26
287,James Walker,CUST-0761,Business Strategy,PROD-0035,33.11,3,TXN-000287,2025-02-26
288,Neha Kumar,CUST-0193,Smartwatch,PROD-0005,158.2,1,TXN-000288,2024-10-23
289,Lisa Nair,CUST-0114,Yoga Mat,PROD-0041,42.7,2,TXN-000289,2025-04-08
290,Rohit Wright,CUST-0279,Football,PROD-0045,29.05,2,TXN-000290,2024-07-11
291,Sai Lee,CUST-0329,Bluetooth Headphones,PROD-0002,92.28,1,TXN-000291,2025-07-01
292,Joseph White,CUST-0023,Denim Jeans,PROD-0012,82.97,5,TXN-000292,2024-10-15
293,Sara Pillai,CUST-0276,Laptop Stand,PROD-0009,59.55,3,TXN-000293,2024-01-09
294,Mark Malhotra,CUST-0239,Webcam HD,PROD-0006,72.22,1,TXN-000294,2025-05-20
295,Betty Reddy,CUST-0223,Blender,PROD-0022,46.5,2,TXN-000295,2025-05-25
296,Reyansh Chopra,CUST-0381,Tea Kettle,PROD-0030,40.05,2,TXN-000296,2024-02-02
297,Thomas Jones,CUST-0339,Webcam HD,PROD-0006,72.22,3,TXN-000297,2024-05-29
298,Liam Jackson,CUST-0058,Sports Socks (3-pack),PROD-0018,13.94,3,TXN-000298,2024-03-14
299,Linda Robinson,CUST-0557,Python Programming,PROD-0031,22.63,1,TXN-000299,2024-09-13
300,Mason Reddy,CUST-0391,Wireless Mouse,PROD-0001,45.68,1,TXN-000300,2024-09-11
301,Neha White,CUST-0395,Gym Bag,PROD-0050,52.65,5,TXN-000301,2024-09-10
302,Linda Menon,CUST-0756,USB-C Hub,PROD-0003,61.28,1,TXN-000302,2024-04-06
303,Donald White,CUST-0534,Resistance Bands,PROD-0043,22.74,5,TXN-000303,2025-04-29
304,Aanya Miller,CUST-0399,Jump Rope,PROD-0044,18.67,5,TXN-000304,2024-11-26
305,Ishaan Singh,CUST-0163,Yoga Mat,PROD-0041,42.7,3,TXN-000305,2025-07-16
306,Donald White,CUST-0534,Monitor Stand,PROD-0008,53.18,1,TXN-000306,2025-10-15
307,Thomas Gupta,CUST-0306,Hoodie,PROD-0013,50.64,1,TXN-000307,2024-02-23
308,Arjun Shah,CUST-0683,Running Shoes,PROD-0014,41.04,5,TXN-000308,2024-08-29
309,Reyansh Lewis,CUST-0649,Cutting Board,PROD-0028,11.96,1,TXN-000309,2024-06-20
310,Noah Harris,CUST-0283,History of AI,PROD-0038,15.71,1,TXN-000310,2024-09-05
311,Swati Lee,CUST-0010,USB-C Hub,PROD-0003,61.28,2,TXN-000311,2025-12-08
312,Meena Kumar,CUST-0487,Football,PROD-0045,29.05,2,TXN-000312,2025-01-15
313,James Davis,CUST-0790,Webcam HD,PROD-0006,72.22,1,TXN-000313,2025-05-26
314,Charlotte Johnson,CUST-0094,Jump Rope,PROD-0044,18.67,2,TXN-000314,2025-10-02
315,Anthony Menon,CUST-0062,Portable Charger,PROD-0004,42.05,1,TXN-000315,2024-06-06
316,Sara Jackson,CUST-0719,Business Strategy,PROD-0035,33.11,3,TXN-000316,2024-05-08
317,Sai Kumar,CUST-0500,Formal Shirt,PROD-0015,57.36,1,TXN-000317,2025-07-25
318,Nancy Singh,CUST-0661,Cycling Gloves,PROD-0049,31.15,1,TXN-000318,2025-03-25
319,Suresh Lewis,CUST-0751,Hoodie,PROD-0013,50.64,1,TXN-000319,2025-01-21
320,Nikhil Mehta,CUST-0367,Tennis Racket,PROD-0047,61.92,1,TXN-000320,2024-02-10
321,Daniel Singh,CUST-0497,Basketball,PROD-0046,39.63,2,TXN-000321,2024-10-28
322,James Reddy,CUST-0556,Football,PROD-0045,29.05,2,TXN-000322,2025-08-03
323,Sandra Martinez,CUST-0192,Business Strategy,PROD-0035,33.11,1,TXN-000323,2025-04-24
324,Betty Martinez,CUST-0282,Cookbook,PROD-0039,22.32,4,TXN-000324,2025-07-21
325,Nikhil Robinson,CUST-0165,Smartwatch,PROD-0005,158.2,2,TXN-000325,2025-04-05
326,Myra Thomas,CUST-0303,Casual Shorts,PROD-0017,29.07,2,TXN-000326,2025-04-09
327,Aanya Verma,CUST-0001,Gym Bag,PROD-0050,52.65,2,TXN-000327,2025-01-23
328,Anthony Malhotra,CUST-0752,Denim Jeans,PROD-0012,82.97,4,TXN-000328,2025-09-26
329,Nisha Harris,CUST-0373,Gym Bag,PROD-0050,52.65,2,TXN-000329,2024-11-24
330,Vivaan Anderson,CUST-0739,Smartwatch,PROD-0005,158.2,2,TXN-000330,2025-07-05
331,Isabella Johnson,CUST-0397,Hoodie,PROD-0013,50.64,2,TXN-000331,2025-05-24
332,John Pillai,CUST-0785,Self-Help Guide,PROD-0036,10.26,1,TXN-000332,2024-10-16
333,Sara Wright,CUST-0331,Storage Containers,PROD-0027,35.05,2,TXN-000333,2024-04-23
334,Suresh Shah,CUST-0099,Web Development,PROD-0034,44.41,2,TXN-000334,2024-02-14
335,Sunita Patel,CUST-0133,Denim Jeans,PROD-0012,82.97,4,TXN-000335,2024-07-25
336,Sophia Jones,CUST-0110,Data Science Handbook,PROD-0032,42.44,1,TXN-000336,2024-02-02
337,Noah Taylor,CUST-0585,Dumbbells (Pair),PROD-0042,77.78,3,TXN-000337,2025-11-04
338,Riya King,CUST-0502,Web Development,PROD-0034,44.41,2,TXN-000338,2025-08-27
339,Reyansh Lewis,CUST-0263,Portable Charger,PROD-0004,42.05,1,TXN-000339,2025-09-12
340,Diya Chopra,CUST-0736,Smartwatch,PROD-0005,158.2,1,TXN-000340,2024-08-01
341,Priya Taylor,CUST-0672,Data Science Handbook,PROD-0032,42.44,4,TXN-000341,2024-03-22
342,Riya Verma,CUST-0480,Yoga Mat,PROD-0041,42.7,1,TXN-000342,2025-07-25
343,Priya Smith,CUST-0762,Storage Containers,PROD-0027,35.05,3,TXN-000343,2025-12-26
344,Nikhil Martinez,CUST-0060,Travel Guide,PROD-0040,22.38,1,TXN-000344,2024-02-11
345,Anthony Malhotra,CUST-0752,Smartwatch,PROD-0005,158.2,3,TXN-000345,2024-03-20
346,Richard Reddy,CUST-0222,Web Development,PROD-0034,44.41,1,TXN-000346,2024-08-24
347,Sara Lewis,CUST-0545,Knife Set,PROD-0025,68.52,1,TXN-000347,2025-06-22
348,Mia Rao,CUST-0673,Winter Jacket,PROD-0016,125.83,2,TXN-000348,2024-07-02
349,Isabella Robinson,CUST-0572,Swimming Goggles,PROD-0048,16.81,2,TXN-000349,2024-04-18
350,John Pillai,CUST-0785,Yoga Mat,PROD-0041,42.7,2,TXN-000350,2025-11-21
351,Vikram Johnson,CUST-0470,Football,PROD-0045,29.05,2,TXN-000351,2024-04-16
352,Richard Johnson,CUST-0171,Denim Jeans,PROD-0012,82.97,2,TXN-000352,2025-05-31
353,Ishaan Clark,CUST-0346,Resistance Bands,PROD-0043,22.74,1,TXN-000353,2025-09-06
354,Ashley Davis,CUST-0454,Toaster,PROD-0023,31.12,4,TXN-000354,2025-07-17
355,Lisa Robinson,CUST-0333,Non-Stick Pan,PROD-0024,32.73,2,TXN-000355,2025-10-10
356,Aanya Singh,CUST-0441,Tennis Racket,PROD-0047,61.92,1,TXN-000356,2024-09-03
357,Ayaan Bhat,CUST-0577,Business Strategy,PROD-0035,33.11,1,TXN-000357,2025-07-17
358,Vikram King,CUST-0763,Casual Shorts,PROD-0017,29.07,1,TXN-000358,2025-04-08
359,Susan Rodriguez,CUST-0459,Water Bottle,PROD-0026,17.56,1,TXN-000359,2024-02-05
360,Sai Pillai,CUST-0292,Cookbook,PROD-0039,22.32,1,TXN-000360,2024-05-18
361,David Thomas,CUST-0310,Wireless Mouse,PROD-0001,45.68,1,TXN-000361,2024-08-15
362,Meena Anderson,CUST-0220,Coffee Maker,PROD-0021,62.05,1,TXN-000362,2025-12-07
363,Noah Harris,CUST-0283,Self-Help Guide,PROD-0036,10.26,2,TXN-000363,2025-08-07
364,Charles Verma,CUST-0586,External SSD 1TB,PROD-0010,77.83,1,TXN-000364,2025-04-16
365,Oliver Lee,CUST-0365,External SSD 1TB,PROD-0010,77.83,1,TXN-000365,2025-01-10
366,Amit Rodriguez,CUST-0597,Winter Jacket,PROD-0016,125.83,1,TXN-000366,2024-11-03
367,Suresh Desai,CUST-0095,Fiction Novel,PROD-0037,12.83,1,TXN-000367,2024-08-10
368,Anthony Malhotra,CUST-0752,Smartwatch,PROD-0005,158.2,3,TXN-000368,2025-05-09
369,Matthew Reddy,CUST-0178,Data Science Handbook,PROD-0032,42.44,3,TXN-000369,2025-12-07
370,Richard Menon,CUST-0720,Fiction Novel,PROD-0037,12.83,3,TXN-000370,2024-04-07
371,Anthony Wright,CUST-0610,Dumbbells (Pair),PROD-0042,77.78,1,TXN-000371,2025-08-13
372,Mason Reddy,CUST-0391,Webcam HD,PROD-0006,72.22,3,TXN-000372,2024-12-08
373,James Clark,CUST-0357,Cutting Board,PROD-0028,11.96,2,TXN-000373,2024-05-03
374,Priya Gupta,CUST-0789,Formal Shirt,PROD-0015,57.36,3,TXN-000374,2025-09-08
375,Myra Jones,CUST-0012,Yoga Mat,PROD-0041,42.7,3,TXN-000375,2025-01-26
376,Deepak Garcia,CUST-0056,Scarf,PROD-0020,33.28,2,TXN-000376,2024-11-22
377,Lucas Jones,CUST-0553,Fiction Novel,PROD-0037,12.83,1,TXN-000377,2025-05-29
378,Diya Jones,CUST-0715,Formal Shirt,PROD-0015,57.36,1,TXN-000378,2025-11-20
379,Arjun Thompson,CUST-0750,Water Bottle,PROD-0026,17.56,5,TXN-000379,2025-09-01
380,Anjali Young,CUST-0590,Machine Learning Guide,PROD-0033,42.63,1,TXN-000380,2025-03-18
381,Ananya Thompson,CUST-0297,Water Bottle,PROD-0026,17.56,1,TXN-000381,2024-12-10
382,Sai Walker,CUST-0085,Python Programming,PROD-0031,22.63,2,TXN-000382,2024-02-20
383,Rohit Jones,CUST-0562,Water Bottle,PROD-0026,17.56,1,TXN-000383,2025-02-12
384,Karen Martin,CUST-0514,Cutting Board,PROD-0028,11.96,3,TXN-000384,2024-05-13
385,Margaret Young,CUST-0781,Laptop Stand,PROD-0009,59.55,2,TXN-000385,2024-07-21
386,Sai Kumar,CUST-0500,Water Bottle,PROD-0026,17.56,2,TXN-000386,2024-07-19
387,Donald Mehta,CUST-0575,Travel Guide,PROD-0040,22.38,5,TXN-000387,2025-06-20
388,Anthony Kulkarni,CUST-0253,Winter Jacket,PROD-0016,125.83,1,TXN-000388,2025-03-16
389,Jennifer Moore,CUST-0332,Jump Rope,PROD-0044,18.67,4,TXN-000389,2024-04-01
390,Pari Martinez,CUST-0116,Resistance Bands,PROD-0043,22.74,2,TXN-000390,2025-01-09
391,James Clark,CUST-0357,Hoodie,PROD-0013,50.64,1,TXN-000391,2025-08-31
392,Priya Taylor,CUST-0672,Bluetooth Headphones,PROD-0002,92.28,3,TXN-000392,2024-06-22
393,Margaret Rao,CUST-0359,Travel Guide,PROD-0040,22.38,3,TXN-000393,2025-03-28
394,Ananya Thompson,CUST-0639,External SSD 1TB,PROD-0010,77.83,2,TXN-000394,2024-08-27
395,Robert Thompson,CUST-0205,Jump Rope,PROD-0044,18.67,1,TXN-000395,2024-03-28
396,Pari Martinez,CUST-0116,Swimming Goggles,PROD-0048,16.81,1,TXN-000396,2025-09-27
397,Reyansh Iyer,CUST-0152,Cap,PROD-0019,12.46,1,TXN-000397,2025-12-11
398,Lisa Nair,CUST-0114,Scarf,PROD-0020,33.28,2,TXN-000398,2024-01-24
399,Betty Brown,CUST-0340,Running Shoes,PROD-0014,41.04,3,TXN-000399,2024-08-04
400,Reyansh White,CUST-0209,Business Strategy,PROD-0035,33.11,2,TXN-000400,2024-09-21
401,Rohit Jones,CUST-0562,Python Programming,PROD-0031,22.63,2,TXN-000401,2024-05-24
402,Priya Mehta,CUST-0712,Football,PROD-0045,29.05,2,TXN-000402,2025-01-20
403,Amit Rodriguez,CUST-0597,Resistance Bands,PROD-0043,22.74,2,TXN-000403,2024-09-18
404,Ashley Martinez,CUST-0175,Portable Charger,PROD-0004,42.05,1,TXN-000404,2025-12-14
405,Ashley King,CUST-0633,Sports Socks (3-pack),PROD-0018,13.94,1,TXN-000405,2025-11-01
406,Charles Moore,CUST-0009,Smartwatch,PROD-0005,158.2,1,TXN-000406,2024-10-04
407,Matthew Harris,CUST-0679,Resistance Bands,PROD-0043,22.74,1,TXN-000407,2024-04-20
408,Donald Menon,CUST-0020,Cap,PROD-0019,12.46,4,TXN-000408,2025-10-26
409,James Mehta,CUST-0396,Formal Shirt,PROD-0015,57.36,5,TXN-000409,2025-06-04
410,Rohit Rodriguez,CUST-0727,Keyboard Mechanical,PROD-0007,97.82,4,TXN-000410,2025-05-11
411,Divya Patel,CUST-0612,Business Strategy,PROD-0035,33.11,1,TXN-000411,2024-07-22
412,Manoj Joshi,CUST-0513,Tea Kettle,PROD-0030,40.05,2,TXN-000412,2025-12-30
413,Joseph White,CUST-0023,USB-C Hub,PROD-0003,61.28,1,TXN-000413,2025-06-26
414,Ananya King,CUST-0313,Blender,PROD-0022,46.5,2,TXN-000414,2024-06-09
415,Riya Menon,CUST-0019,Toaster,PROD-0023,31.12,2,TXN-000415,2024-12-29
416,Isha Pillai,CUST-0641,Scarf,PROD-0020,33.28,1,TXN-000416,2025-05-28
417,Noah Harris,CUST-0283,Portable Charger,PROD-0004,42.05,2,TXN-000417,2025-01-31
418,Michael Malhotra,CUST-0031,Self-Help Guide,PROD-0036,10.26,4,TXN-000418,2024-08-18
419,Ayaan Lopez,CUST-0156,Blender,PROD-0022,46.5,4,TXN-000419,2025-11-03
420,Linda Anderson,CUST-0141,Webcam HD,PROD-0006,72.22,3,TXN-000420,2025-06-17
421,Vihaan Davis,CUST-0695,Travel Guide,PROD-0040,22.38,4,TXN-000421,2025-12-03
422,Riya Nair,CUST-0233,Storage Containers,PROD-0027,35.05,1,TXN-000422,2024-06-05
423,Suresh Rao,CUST-0437,Scarf,PROD-0020,33.28,4,TXN-000423,2024-12-03
424,Pari Thomas,CUST-0460,Business Strategy,PROD-0035,33.11,1,TXN-000424,2025-10-30
425,Oliver Johnson,CUST-0142,History of AI,PROD-0038,15.71,2,TXN-000425,2024-07-26
426,Oliver Johnson,CUST-0142,Scarf,PROD-0020,33.28,2,TXN-000426,2025-06-20
427,Matthew Rodriguez,CUST-0139,Cutting Board,PROD-0028,11.96,5,TXN-000427,2024-05-28
428,Priya Taylor,CUST-0672,Fiction Novel,PROD-0037,12.83,4,TXN-000428,2024-11-21
429,Nisha Mehta,CUST-0070,Self-Help Guide,PROD-0036,10.26,2,TXN-000429,2024-05-01
430,Richard Gupta,CUST-0189,Coffee Maker,PROD-0021,62.05,3,TXN-000430,2024-05-29
431,Sara Anderson,CUST-0745,Bluetooth Headphones,PROD-0002,92.28,3,TXN-000431,2025-02-27
432,Ayaan Wright,CUST-0422,Scarf,PROD-0020,33.28,2,TXN-000432,2025-10-14
433,Daniel Singh,CUST-0757,Sports Socks (3-pack),PROD-0018,13.94,1,TXN-000433,2024-07-11
434,Sophia Jones,CUST-0110,Laptop Stand,PROD-0009,59.55,1,TXN-000434,2025-09-18
435,Sunita Martinez,CUST-0632,Sports Socks (3-pack),PROD-0018,13.94,2,TXN-000435,2025-09-19
436,Krishna Anderson,CUST-0237,Cookbook,PROD-0039,22.32,1,TXN-000436,2025-12-04
437,Aarav Young,CUST-0027,Toaster,PROD-0023,31.12,1,TXN-000437,2025-05-03
438,Matthew Martin,CUST-0138,Machine Learning Guide,PROD-0033,42.63,3,TXN-000438,2025-04-25
439,Noah Verma,CUST-0730,Dumbbells (Pair),PROD-0042,77.78,1,TXN-000439,2025-01-31
440,John Jones,CUST-0504,Python Programming,PROD-0031,22.63,1,TXN-000440,2024-07-16
441,John Wright,CUST-0232,USB-C Hub,PROD-0003,61.28,2,TXN-000441,2024-01-16
442,Ananya Garcia,CUST-0277,Storage Containers,PROD-0027,35.05,1,TXN-000442,2025-11-18
443,Swati Verma,CUST-0208,Cycling Gloves,PROD-0049,31.15,1,TXN-000443,2024-06-30
444,Jessica Brown,CUST-0450,Travel Guide,PROD-0040,22.38,2,TXN-000444,2024-11-28
445,Emma Hernandez,CUST-0469,Winter Jacket,PROD-0016,125.83,2,TXN-000445,2024-02-12
446,Sara Jackson,CUST-0623,Swimming Goggles,PROD-0048,16.81,3,TXN-000446,2024-11-16
447,Thomas Smith,CUST-0404,Travel Guide,PROD-0040,22.38,4,TXN-000447,2025-08-08
448,Sai Singh,CUST-0609,Business Strategy,PROD-0035,33.11,2,TXN-000448,2025-12-22
449,Margaret Pillai,CUST-0040,Web Development,PROD-0034,44.41,1,TXN-000449,2025-04-12
450,Reyansh Lewis,CUST-0044,Winter Jacket,PROD-0016,125.83,2,TXN-000450,2025-02-09
451,Myra Anderson,CUST-0753,USB-C Hub,PROD-0003,61.28,2,TXN-000451,2025-06-12
452,Sai Martin,CUST-0784,Yoga Mat,PROD-0041,42.7,5,TXN-000452,2024-07-13
453,David Harris,CUST-0299,Dish Rack,PROD-0029,28.32,1,TXN-000453,2024-11-07
454,Sneha Reddy,CUST-0793,Cap,PROD-0019,12.46,2,TXN-000454,2025-03-08
455,Rohit Rao,CUST-0302,Travel Guide,PROD-0040,22.38,4,TXN-000455,2025-12-07
456,Krishna Miller,CUST-0530,External SSD 1TB,PROD-0010,77.83,2,TXN-000456,2025-10-23
457,Suresh Miller,CUST-0463,Webcam HD,PROD-0006,72.22,3,TXN-000457,2024-04-25
458,Manoj Sharma,CUST-0185,Gym Bag,PROD-0050,52.65,2,TXN-000458,2025-12-13
459,Matthew Chopra,CUST-0560,Laptop Stand,PROD-0009,59.55,1,TXN-000459,2024-11-27
460,Mary Pillai,CUST-0462,Bluetooth Headphones,PROD-0002,92.28,1,TXN-000460,2025-08-27
461,Noah Verma,CUST-0730,Hoodie,PROD-0013,50.64,4,TXN-000461,2024-04-02
462,Manoj Verma,CUST-0257,Coffee Maker,PROD-0021,62.05,2,TXN-000462,2025-12-29
463,Sophia Thompson,CUST-0168,Basketball,PROD-0046,39.63,3,TXN-000463,2024-04-03
464,Mary Kulkarni,CUST-0117,Basketball,PROD-0046,39.63,2,TXN-000464,2025-01-06
465,Richard Smith,CUST-0088,Web Development,PROD-0034,44.41,3,TXN-000465,2025-06-07
466,James Bhat,CUST-0627,Cotton T-Shirt,PROD-0011,30.65,1,TXN-000466,2025-01-24
467,Patricia Joshi,CUST-0045,Gym Bag,PROD-0050,52.65,1,TXN-000467,2024-12-09
468,Diya Garcia,CUST-0580,Resistance Bands,PROD-0043,22.74,4,TXN-000468,2024-06-15
469,Sara Sharma,CUST-0149,Denim Jeans,PROD-0012,82.97,3,TXN-000469,2024-02-22
470,Susan Davis,CUST-0430,Scarf,PROD-0020,33.28,1,TXN-000470,2025-04-01
471,Elizabeth Chopra,CUST-0296,Yoga Mat,PROD-0041,42.7,1,TXN-000471,2024-05-14
472,Swati Verma,CUST-0208,Wireless Mouse,PROD-0001,45.68,2,TXN-000472,2024-09-16
473,Rahul Brown,CUST-0013,Tea Kettle,PROD-0030,40.05,2,TXN-000473,2025-05-25
474,Linda Robinson,CUST-0557,Wireless Mouse,PROD-0001,45.68,2,TXN-000474,2025-05-20
475,Anthony White,CUST-0244,Running Shoes,PROD-0014,41.04,2,TXN-000475,2025-05-02
476,Reyansh Williams,CUST-0465,Storage Containers,PROD-0027,35.05,2,TXN-000476,2025-09-07
477,Diya Davis,CUST-0615,Wireless Mouse,PROD-0001,45.68,1,TXN-000477,2025-07-14
478,Nikhil Bhat,CUST-0285,Travel Guide,PROD-0040,22.38,2,TXN-000478,2024-07-31
479,Karan Davis,CUST-0051,Denim Jeans,PROD-0012,82.97,1,TXN-000479,2025-10-30
480,Swati Malhotra,CUST-0358,USB-C Hub,PROD-0003,61.28,1,TXN-000480,2024-02-03
481,Suresh Lee,CUST-0684,Fiction Novel,PROD-0037,12.83,3,TXN-000481,2024-11-01
482,Betty Brown,CUST-0340,Webcam HD,PROD-0006,72.22,1,TXN-000482,2025-03-02
483,Riya Jones,CUST-0183,Cotton T-Shirt,PROD-0011,30.65,2,TXN-000483,2025-09-17
484,Linda Walker,CUST-0677,Football,PROD-0045,29.05,2,TXN-000484,2025-08-09
485,Manoj Thomas,CUST-0576,Denim Jeans,PROD-0012,82.97,5,TXN-000485,2025-08-15
486,Oliver Bhat,CUST-0369,USB-C Hub,PROD-0003,61.28,1,TXN-000486,2024-11-02
487,Sara Wright,CUST-0331,Non-Stick Pan,PROD-0024,32.73,4,TXN-000487,2024-03-10
488,Aanya Miller,CUST-0777,Cutting Board,PROD-0028,11.96,3,TXN-000488,2024-03-07
489,Sandra Patel,CUST-0300,Python Programming,PROD-0031,22.63,1,TXN-000489,2025-12-12
490,Betty Martinez,CUST-0282,Blender,PROD-0022,46.5,2,TXN-000490,2025-06-21
491,Rajesh Anderson,CUST-0215,Football,PROD-0045,29.05,1,TXN-000491,2024-02-29
492,Suresh Taylor,CUST-0112,Fiction Novel,PROD-0037,12.83,3,TXN-000492,2025-10-06
493,Charles Kulkarni,CUST-0542,Webcam HD,PROD-0006,72.22,2,TXN-000493,2025-12-06
494,Manoj Hernandez,CUST-0620,Basketball,PROD-0046,39.63,1,TXN-000494,2025-09-15
495,Riya Chopra,CUST-0325,Casual Shorts,PROD-0017,29.07,2,TXN-000495,2025-09-30
496,Richard Jackson,CUST-0363,Laptop Stand,PROD-0009,59.55,2,TXN-000496,2025-05-23
497,Donald Thomas,CUST-0533,Tennis Racket,PROD-0047,61.92,2,TXN-000497,2025-05-19
498,Manoj Sharma,CUST-0185,Travel Guide,PROD-0040,22.38,1,TXN-000498,2024-10-24
499,Swati Williams,CUST-0199,Wireless Mouse,PROD-0001,45.68,1,TXN-000499,2025-04-21
500,Isha Pillai,CUST-0641,Monitor Stand,PROD-0008,53.18,3,TXN-000500,2024-07-31
501,Pooja Chopra,CUST-0631,Storage Containers,PROD-0027,35.05,2,TXN-000501,2024-12-07
502,Margaret Rao,CUST-0359,Self-Help Guide,PROD-0036,10.26,3,TXN-000502,2024-08-05
503,Myra Jones,CUST-0012,Yoga Mat,PROD-0041,42.7,1,TXN-000503,2024-10-15
504,Rahul Brown,CUST-0261,Smartwatch,PROD-0005,158.2,1,TXN-000504,2025-06-02
505,Matthew Mehta,CUST-0564,Coffee Maker,PROD-0021,62.05,3,TXN-000505,2024-04-26
506,Daniel Taylor,CUST-0703,Blender,PROD-0022,46.5,1,TXN-000506,2025-08-05
507,Pooja Chopra,CUST-0631,Bluetooth Headphones,PROD-0002,92.28,3,TXN-000507,2024-07-17
508,Thomas Jones,CUST-0339,Blender,PROD-0022,46.5,4,TXN-000508,2025-05-05
509,Reyansh King,CUST-0486,USB-C Hub,PROD-0003,61.28,2,TXN-000509,2025-05-08
510,Karan Robinson,CUST-0160,Yoga Mat,PROD-0041,42.7,2,TXN-000510,2025-07-03
511,Amit Robinson,CUST-0344,Tea Kettle,PROD-0030,40.05,3,TXN-000511,2025-02-27
512,James Walker,CUST-0761,Portable Charger,PROD-0004,42.05,3,TXN-000512,2024-11-02
513,Manoj Lee,CUST-0579,Tennis Racket,PROD-0047,61.92,2,TXN-000513,2025-07-22
514,Isabella Davis,CUST-0549,Bluetooth Headphones,PROD-0002,92.28,1,TXN-000514,2025-12-02
515,Betty Brown,CUST-0340,Toaster,PROD-0023,31.12,1,TXN-000515,2024-06-01
516,Anthony Jones,CUST-0288,Bluetooth Headphones,PROD-0002,92.28,1,TXN-000516,2025-01-19
517,Mary Smith,CUST-0642,Business Strategy,PROD-0035,33.11,3,TXN-000517,2025-08-07
518,Ishaan Taylor,CUST-0621,Knife Set,PROD-0025,68.52,1,TXN-000518,2024-04-29
519,Sai Malhotra,CUST-0770,Scarf,PROD-0020,33.28,3,TXN-000519,2024-11-18
520,Rohit Rodriguez,CUST-0727,USB-C Hub,PROD-0003,61.28,1,TXN-000520,2024-03-29
521,Liam Clark,CUST-0509,Winter Jacket,PROD-0016,125.83,1,TXN-000521,2024-11-05
522,Richard Reddy,CUST-0222,Web Development,PROD-0034,44.41,1,TXN-000522,2024-04-24
523,Aditya Patel,CUST-0384,USB-C Hub,PROD-0003,61.28,3,TXN-000523,2024-04-04
524,Sunita Martinez,CUST-0455,Machine Learning Guide,PROD-0033,42.63,1,TXN-000524,2025-05-09
525,Manoj Joshi,CUST-0513,External SSD 1TB,PROD-0010,77.83,1,TXN-000525,2025-05-10
526,Suresh Lewis,CUST-0751,Web Development,PROD-0034,44.41,1,TXN-000526,2024-12-01
527,Nikhil Sharma,CUST-0147,Gym Bag,PROD-0050,52.65,4,TXN-000527,2025-06-12
528,Patricia Mehta,CUST-0693,Laptop Stand,PROD-0009,59.55,1,TXN-000528,2024-02-07
529,Donald Young,CUST-0471,Knife Set,PROD-0025,68.52,3,TXN-000529,2025-06-18
530,Aditya Allen,CUST-0119,Wireless Mouse,PROD-0001,45.68,1,TXN-000530,2024-02-15
531,Elizabeth Shah,CUST-0704,Cookbook,PROD-0039,22.32,4,TXN-000531,2024-12-07
532,James Miller,CUST-0479,USB-C Hub,PROD-0003,61.28,1,TXN-000532,2025-11-05
533,Matthew King,CUST-0764,Scarf,PROD-0020,33.28,1,TXN-000533,2024-11-15
534,Isha Patel,CUST-0655,Running Shoes,PROD-0014,41.04,1,TXN-000534,2024-07-16
535,Richard Wright,CUST-0294,Sports Socks (3-pack),PROD-0018,13.94,2,TXN-000535,2025-03-27
536,Sara Young,CUST-0688,Monitor Stand,PROD-0008,53.18,1,TXN-000536,2024-06-10
537,Priya White,CUST-0281,Monitor Stand,PROD-0008,53.18,1,TXN-000537,2025-09-29
538,Ayaan Jackson,CUST-0574,Machine Learning Guide,PROD-0033,42.63,1,TXN-000538,2025-07-09
539,Margaret Rao,CUST-0359,Self-Help Guide,PROD-0036,10.26,1,TXN-000539,2024-05-24
